id,filename,long_filename,Title,Author,Derived Date,Publication Place,Publisher,Keywords,Cluster,Genre,Group,Token Count
int,str,str,str,str,int,str,str,str,cat,cat,cat,int
0,A00024.headed.txt,A00024_1622_Peacewithherfouregar.txt,"Peace with her foure garders. Viz. fiue morall meditations: of concord, chastitie, constancie. Courtesie. Grauitie. Eschew euill, and doe good, seeke peace and ensue it.","Aylett, Robert, 1583-1655?",1622,London :,"Printed [by G. Purslowe] for Iohn Teage, and are to be sold at his shop in Pauls Church-yard at the signe of the Ball,",Conduct of life -- Early works to 1800.,19,Religious Verse,1620,18168
1,A00033.headed.txt,A00033_1569_Aduertismentspartlyf.txt,"Aduertisments partly for due order in the publique administration of common prayers and vsinge the holy sacramentes, and partly for the apparrell of all persons ecclesiasticall by vertue of the Queenes Maiesties letters commaunding the same, the xxv. day ",,1569,Imprinted at London :,"By Reginalde Wolfe,",Church of England -- Ceremonies and practices.,8,Religious Decree,1560,2967
2,A00102.headed.txt,A00102_1559_Iniunctionsgevenbyth.txt,"Iniunctions geven by the Quenes Maiestie anno Domini MD.LIX., the fyrst yeare of the raigne of our Soueraigne Lady Quene Elizabeth.",England and Wales. Sovereign (1558-1603 : Elizabeth I)|Elizabeth 1533-1603.,1559,[London] :,"Imprinted at London in Poules church yarde by Richard Iugge and Iohn Cawood ...,",Church of England -- Government.|Ecclesiastical law -- England.,8,Legal Decree,1550,8205
3,A00198.headed.txt,A00198_1554_Articlestobeenquired.txt,Articles to be enquired of in the generall visitation of Edmonde Bisshoppe of London exercised by him the yeare of oure Lorde. 1.5.5.4. in the citie and diocese of London ...|Visitation articles. 1554|Visitation articles. 1554.,"Church of England. Diocese of London. Bishop (1539-1549, 1553-1559 : Bonner)|Bonner, Edmund, 1500?-1569.",1554,[Excusum Londini :,,"Church of England -- Diocese of London -- Early works to 1800.|Visitations, Ecclesiastical -- England -- London.",8,Religious Decree,1550,8968
4,A00235.headed.txt,A00235_1635_AnewsongcalledJackeD.txt,"A new song, called Jacke Doues resolution by which he doth show, that he cares not a rush how ere the world goe. To the tune of, To driue the cold winter away.|Jacke Doves resolution|Jacke Doves resolution|New song, called Jacke Doves resolution.","G. B., fl. 1592-1597.",1635,Printed at London :,"for Iohn Wright and are to be sold at his shop in Giltspur-street at the signe of the Bible,","Ballads, English -- 17th century.",17,Ballads,1630,993
5,A00275.headed.txt,A00275_1566_TomyfaythfullBrethre.txt,"To my faythfull Brethren now afflycted,  to all those that vnfaynedly loue the Lorde Jesus, the Lorde guyde vs with his holy spret, that we maye always serue hym bothe in body and mynde in all synceryte to oure lyues ende.","Whittingham, William, d. 1579,",1566,[Emden :,"E. van der Erve,",Church vestments -- England -- Early works to 1800.,1,Epistolary,1560,11758
6,A00320.headed.txt,A00320_1534_BellumErasmiTranslat.txt,,"Erasmus, Desiderius, d. 1536.",1534,Londini :,"In aedibus Tho. Bertheleti,",War -- Early works to 1800.,1,Philosophy,1530,19168
7,A00329.headed.txt,A00329_1534_YedyalogecalledFunus.txt,"[Ye dyaloge called Funus].|Colloquia. Selections|Colloquia. Selections.|Good and a godly admonicion or warnynge, very behouefull for euery chrysten man to loke upon.|Good and a godly admonicion or warnynge, very behovefull for every chrysten man to loke u","Erasmus, Desiderius, d. 1536.",1534,[At London :,"By Robert copland, [sic] for Iohan Byddell, otherwyse Salysbury. the .v. daye of Ianuary, and be for to sell lat ye sygne of our lady of pyte nexte to flete brydge,",Death -- Early works to 1800.,6,Religious Prose,1530,10230
8,A00331.headed.txt,A00331_1540_Adialogeorcommunicat.txt,"A dialoge or communication of two persons deuysyd and set forthe in the late[n] tonge, by the noble and famose clarke. Desiderius Erasmus intituled [the] pylgremage of pure deuotyon. Newly tra[n]slatyd into Englishe.|Colloquia. English. Selections|Colloqu","Erasmus, Desiderius, d. 1536.",1540,[London? :,"n.p.,","Dialogues, English -- Early works to 1800.",1,Dialogue,1540,15901
9,A00338.headed.txt,A00338_1545_Averypleasauntandfru.txt,"A very pleasaunt [and] fruitful diologe called the Epicure, made by that famous clerke Erasmus of Roterodame, newly translated. 1545.|Colloquia. English. Selections|Colloquia.|Epicure.","Erasmus, Desiderius, d. 1536.|Gerrard, Philip,",1545,[Imprinted at London :,"VVithin the precinct of the late dissolued house of the gray Friers, by Richarde Grafton, printer too the princes grace,","Dialogues, English -- Early works to 1800.",1,Dialogue,1540,12603
10,A00350.headed.txt,A00350_1532_DecontemptumundiThed.txt,De co[n]temptu mundi The dispisyng of the worlde / co[m]piled in Latyn by Erasmus Rot. ; and translated in to Englyshe by Thomas Paynell ...,"Erasmus, Desiderius, d. 1536.|Paynell, Thomas.",1532,[London] :,"Imprinted at London in Fletestrete, in the house of Thomas Berthelet ... and be to sell in Poules churchyarde,",Asceticism.|Monasticism and religious orders.,1,Philosophy,1530,29762
11,A00358.headed.txt,A00358_1531_Atreatiseperswadynge.txt,A treatise perswadynge a man patientlye to suffre the deth of his frende|De morte declamatio. English,"Erasmus, Desiderius, d. 1536.",1531,[London] :,"Thomas Berthelet regius impressor excudebat,",Death -- Early works to 1800.,1,Philosophy,1530,6618
12,A00412.headed.txt,A00412_1584_Thecontempteofthevvo.txt,"The contempte of the vvorld, and the vanitie thereof, written by the reuerent F. Diego de Stella, of the order of S. Fr. deuided into three bookes, and of late translated out of Italian into Englishe, vvith conuenient tables in the end of the booke.|Vanid","Estella, Diego de, 1524-1578.|Cotton, George,",1584,[Rouen :,"Printed at Fr. Parsons's press],",Asceticism -- Early works to 1800.,1,Religious Prose,1580,137994
13,A00414.headed.txt,A00414_1608_Amethodevntomortific.txt,"A methode vnto mortification: called heretofore, the contempt of the world, and the vanitie thereof. Written at the first in the Spanish, afterward translated into the Italian, English, and Latine tongues: now last of all perused at the request of some of","Estella, Diego de, 1524-1578.|Rogers, Thomas, d. 1616,",1608,Imprinted at London :,"By Iohn Windet,",Spiritual life -- Catholic authors -- Early works to 1800.,1,Religious Prose,1600,93951
14,A00505.headed.txt,A00505_1591_Adiscoueryofthegreat.txt,"A discouery of the great subtiltie and wonderful wisedome of the Italians whereby they beare sway ouer the most part of Christendome, and cunninglie behaue themselues to fetch the quintescence out of the peoples purses: discoursing at large the meanes, ho",G. B. A. F.,1591,London :,"Printed by Iohn Wolfe,",Catholic Church -- Controversial literature.|Italy -- Controversial literature.,1,Nonfictional Prose,1590,42177
15,A00508.headed.txt,A00508_1585_Thedifferencebetwene.txt,"The difference betwene the auncient phisicke, first taught by the godly forefathers, consisting in vnitie peace and concord: and the latter phisicke proceeding from idolaters, ethnickes, and heathen: as Gallen, and such other consisting in dualitie, disco","Bostocke, Richard.|Bostocke, Robert,",1585,Imprinted at London :,"[By G. Robinson] for Robert VValley,","Aristotle -- Early works to 1800.|Medicine -- Religious aspects -- Early works to 1800.|Medicine, Ancient -- Early works to 1800.",1,Religious Prose,1580,41466
16,A00522.headed.txt,A00522_1562_AnorationofIhonFabri.txt,"An oration of Ihon Fabritius Montanus. VVherby he teacheth that Christian men cannot resorte to the Councel of Trent, without committing an haynous offence. Englyshed by L.A.|Oration of Jhon Fabritius Montanus|Oration of Jhon Fabritius Montanus.|Oration a","Fabricius, Joannes, Montanus, 1527-1566.|L. A., fl. 1562.",1562,[Imprynted at London :,"In Powles Churcheyard by [J. Cawood for] Humfrie Toye, dwellynge at the sygne of the Helmet],",Council of Trent -- (1545-1563) -- Early works to 1800.,1,Oration,1560,9682
17,A00538.headed.txt,A00538_1593_HorlogiographiaThear.txt,"Horlogiographia. The art of dialling: teaching an easie and perfect way to make all kinds of dials vpon any plaine plat howsoeuer placed: vvith the drawing of the twelue signes, and houres vnequall in them all. Whereunto is annexed the making and vse of o","Fale, Thomas, fl. 1604.|Hondius, Jodocus, 1563-1612,",1593,At London :,"Printed by Thomas Orwin, dwelling in Pater noster-Row ouer against the signe of the Checker,",Dialing -- Early works to 1800.,12,Education,1590,39379
18,A00566.headed.txt,A00566_1598_Canzonetstofowrevoyc.txt,"Canzonets to fowre voyces, with a song of eight parts. Compiled by Giles Farnaby Bachilar of Musicke.|Cantus. Canzonets to fowre voyces.","Farnaby, Giles, ca. 1565-1640.",1598,London :,"Printed by Peter Short dwelling on Bredstreet hil at the signe of the Star,","Part-songs, English -- Early works to 1800.",17,Verse Collection,1590,5338
19,A00673.headed.txt,A00673_1542_Thesupplicacionthatt.txt,"The supplicacion: that the nobles and comons of Osteryke made lately by their messaungers, vnto kyng Ferdinandus, in the cause of the Christen religion. Item. The kynges answere to the same. Vvherpon foloweth the wordes that the messaungers spake vnto the","Coverdale, Miles, 1488-1568,|Ferdinand, 1503-1564.",1542,[Antwerp :,"Printed by M. Crom,",Reformation -- Austria -- Early works to 1800.,6,Religious Prose,1540,6270
20,A00748.headed.txt,A00748_1590_Theepiphanieofthechu.txt,"The epiphanie of the church gathered out of the Holy Scriptures, declaring and plainly shevving, both the church that cannot but erre, and also the church that cannot erre : vvith so evident notes and manifest signes of either of them, that no man reading","Finch, Richard, minister of East Ham.",1590,London :,"Printed by Roger Ward, dvvelling at the signe of the Pursse in the Little Old-baily,",Catholic Church -- Controversial literature.|Church of England -- Apologetic works.,1,Religious Prose,1590,19164
21,A00776.headed.txt,A00776_1578_Aspirituallconsolati.txt,"A spirituall consolation, written by Iohn Fyssher Bishoppe of Rochester, to hys sister Elizabeth, at suche tyme as hee was prisoner in the Tower of London. Uery necessary, and commodious for all those that mynde to leade a vertuous lyfe: also to admonishe","Fisher, John, Saint, 1469-1535.",1578,[London :,"[W. Carter,","Prisoners' writings, English -- Early works to 1800.|Theology -- Collected works -- Early works to 1800.|Death -- Religious aspects -- Early works to 1800.",1,Religious Prose,1570,28031
22,A00908.headed.txt,A00908_1602_AdefenceoftheCatholy.txt,"A defence of the Catholyke cause contayning a treatise in confutation of sundry vntruthes and slanders, published by the heretykes, as wel in infamous lybels as otherwyse, against all english Catholyks in general,  some in particular, not only concerning ","Fitzherbert, Thomas, 1552-1640.",1602,[Antwerp] :,"Imprinted with licence [by A. Conincx],","Bacon, Francis, -- 1561-1626. -- Letter written out of England to an English gentleman remaining at Padua.|Catholic Church -- Apologetic works.|Catholics -- England -- Early works to 1800.",1,Religious Prose,1600,93143
23,A00926.headed.txt,A00926_1640_Theaffectionsofapiou.txt,"The affections of a pious soule, unto our Saviour-Christ. Expressed in a mixt treatise of verse and prose. By Richard Flecknoe.|Affections of a pious soule, c.","Flecknoe, Richard, d. 1678?",1640,London :,"Printed by Iohn Raworth for William Brooke, dwelling at the upper end of Holborne in Turpius Rents,",Devotional literature -- Early works to 1800.,17,Religious Verse,1640,6897
24,A00954.headed.txt,A00954_1623_Therevvardofthefaith.txt,The revvard of the faithfull. The labour of the faithfull. The grounds of our faith.|Reward of the faithfull. The labour of the faithfull. The grounds of our faith.|Reward of the faithfull. The labour of the faithfull. The grounds of our faith.,"Fletcher, Giles, 1588?-1623.",1623,At London :,"Printed by B. A[lsop] for Beniamin Fisher, and are to be sold at the signe of the Talbot in Pater-noster row,",Fatih -- Early works to 1800.,1,Religious Prose,1620,45685
25,A00969.headed.txt,A00969_1634_Thetwonoblekinsmenpr.txt,"The two noble kinsmen presented at the Blackfriers by the Kings Maiesties servants, with great applause: written by the memorable worthies of their time; Mr. Iohn Fletcher, and Mr. William Shakspeare. Gent.","Fletcher, John, 1579-1625.|Shakespeare, William, 1564-1616.",1634,Printed at London :,"By Tho. Cotes, for Iohn Waterson: and are to be sold at the signe of the Crowne in Pauls Church-yard,",,15,Drama,1630,29257
26,A00979.headed.txt,A00979_1631_Sicelidesapiscatorya.txt,"Sicelides a piscatory, as it hath beene acted in Kings Colledge, in Cambridge.","Fletcher, Phineas, 1582-1650.",1631,London :,"Printed by I[ohn] N[orton] for VVilliam Sheares, and are to be sold at his shoppe, at the great south doore of St. Pauls Church,",,17,Drama,1630,25529
27,A01043.headed.txt,A01043_1625_Apophthegmesnewandol.txt,"Apophthegmes new and old. Collected by the Right Honourable, Francis Lo. Verulam, Viscount St. Alban.","Bacon, Francis, 1561-1626.",1625,London :,"Printed [by J. Haviland] for Hanna Barret, and Richard Whittaker, and are to be sold at the Kings head in Pauls Chuch-yard,",Anecdotes -- Early works to 1800.|Aphorisms and apothegms -- Early works to 1800.,16,Nonfictional Prose,1620,19672
28,A01145.headed.txt,A01145_1588_AcaueatforFrancevpon.txt,"A caueat for France, vpon the present euils that it now suffereth. Together with the remedies necessarie for the same. Translated out of French into English by E. Aggas.|Caveat for France, upon the present evils that it now suffereth|Caveat for France, up","Aggas, Edward,",1588,London :,"Imprinted by Iohn Wolfe,","France -- History -- Henry III, 1574-1589 -- Early works to 1800.",6,Nonfictional Prose,1580,11843
